day,combination,NPs,replicate,ANK_cell_ml,CHLA_cell_ml,SCE_cell_ml,SEL_cell_ml,STA_cell_ml,ANK_biomass_ml,CHLA_biomass_ml,SCE_biomass_ml,SEL_biomass_ml,STA_biomass_ml,cell_ml,biomass_ml
3,ANK+CHLA,0,1,700,750,0,0,0,19029.06,44451.91,0,0,0,1450,63480.97
3,ANK+CHLA,0,2,650,600,0,0,0,25597.82,38789.06,0,0,0,1250,64386.88
3,ANK+CHLA,0,3,450,300,0,0,0,52548.95,21390.11,0,0,0,750,73939.06
6,ANK+CHLA,0,1,18000,3050,0,0,0,239458.1,268458.2,0,0,0,21050,507916.3
6,ANK+CHLA,0,2,14550,2950,0,0,0,169960.6,218992,0,0,0,17500,388952.6
6,ANK+CHLA,0,3,12500,2750,0,0,0,168839.4,120081.6,0,0,0,15250,288921.1
9,ANK+CHLA,0,1,247000,19400,0,0,0,1611309,759549.3,0,0,0,266400,2370858
9,ANK+CHLA,0,2,248900,16850,0,0,0,1620915,669390.1,0,0,0,265750,2290305
9,ANK+CHLA,0,3,193700,11800,0,0,0,1183786,304104.3,0,0,0,205500,1487891
12,ANK+CHLA,0,1,428550,52750,0,0,0,1873902,1155447,0,0,0,481300,3029349
12,ANK+CHLA,0,2,500900,52800,0,0,0,2321169,1290511,0,0,0,553700,3611680
12,ANK+CHLA,0,3,508400,54600,0,0,0,2288040,1361473,0,0,0,563000,3649513
15,ANK+CHLA,0,1,843200,76900,0,0,0,3668782,2023144,0,0,0,920100,5691926
15,ANK+CHLA,0,2,1058300,112900,0,0,0,4586869,3037895,0,0,0,1171200,7624763
15,ANK+CHLA,0,3,995800,100100,0,0,0,4191957,2766041,0,0,0,1095900,6957998
18,ANK+CHLA,0,1,1427600,146000,0,0,0,8026615,4237427,0,0,0,1573600,12264042
18,ANK+CHLA,0,2,1291900,150700,0,0,0,7523950,3942670,0,0,0,1442600,11466620
18,ANK+CHLA,0,3,1118400,113700,0,0,0,6068268,2980848,0,0,0,1232100,9049116
21,ANK+CHLA,0,1,1971600,238700,0,0,0,10126520,5533078,0,0,0,2210300,15659598
21,ANK+CHLA,0,2,2028500,243400,0,0,0,10159068,5675748,0,0,0,2271900,15834816
21,ANK+CHLA,0,3,1693600,158100,0,0,0,8857966,3615864,0,0,0,1851700,12473830
24,ANK+CHLA,0,1,2037400,264700,0,0,0,10275723,3549967,0,0,0,2302100,13825690
24,ANK+CHLA,0,2,1643100,223600,0,0,0,7835032,2919484,0,0,0,1866700,10754516
24,ANK+CHLA,0,3,1556500,202500,0,0,0,7256345,3166638,0,0,0,1759000,10422983
27,ANK+CHLA,0,1,1467600,186900,0,0,0,7917619,1714026,0,0,0,1654500,9631645
27,ANK+CHLA,0,2,1795900,251100,0,0,0,10122477,2786924,0,0,0,2047000,12909401
27,ANK+CHLA,0,3,2099200,279700,0,0,0,11810534,3071562,0,0,0,2378900,14882096
30,ANK+CHLA,0,1,1769400,213200,0,0,0,11968860,1858630,0,0,0,1982600,13827490
30,ANK+CHLA,0,2,2212100,296100,0,0,0,16037788,2846939,0,0,0,2508200,18884727
30,ANK+CHLA,0,3,2094000,285600,0,0,0,14658674,2962300,0,0,0,2379600,17620974
35,ANK+CHLA,0,1,2470600,270500,0,0,0,23893563,2631374,0,0,0,2741100,26524938
35,ANK+CHLA,0,2,2572400,273300,0,0,0,25320671,2481599,0,0,0,2845700,27802270
35,ANK+CHLA,0,3,2652900,297400,0,0,0,25490002,3324227,0,0,0,2950300,28814229
40,ANK+CHLA,0,1,1943800,137900,0,0,0,21676758,1162486,0,0,0,2081700,22839244
40,ANK+CHLA,0,2,2057000,179200,0,0,0,23885700,1876941,0,0,0,2236200,25762641
40,ANK+CHLA,0,3,2139100,171500,0,0,0,23854964,1366709,0,0,0,2310600,25221672
3,ANK+CHLA,2,1,650,1450,0,0,0,18248.19,73922.85,0,0,0,2100,92171.04
3,ANK+CHLA,2,2,600,900,0,0,0,25400.02,90691.12,0,0,0,1500,116091.1
3,ANK+CHLA,2,3,650,1200,0,0,0,31823.26,65271.8,0,0,0,1850,97095.06
6,ANK+CHLA,2,1,16550,10600,0,0,0,221845.1,500970.2,0,0,0,27150,722815.3
6,ANK+CHLA,2,2,13400,2650,0,0,0,175082.5,147877.7,0,0,0,16050,322960.2
6,ANK+CHLA,2,3,14550,7700,0,0,0,216570.6,402171.5,0,0,0,22250,618742
9,ANK+CHLA,2,1,184500,43450,0,0,0,1304542,1551207,0,0,0,227950,2855749
9,ANK+CHLA,2,2,227500,11900,0,0,0,1648882,640120.6,0,0,0,239400,2289002
9,ANK+CHLA,2,3,183050,21700,0,0,0,1777614,868273.4,0,0,0,204750,2645888
12,ANK+CHLA,2,1,418650,112500,0,0,0,2521921,3665373,0,0,0,531150,6187294
12,ANK+CHLA,2,2,542050,29050,0,0,0,2761609,975413,0,0,0,571100,3737022
12,ANK+CHLA,2,3,490150,49750,0,0,0,2817657,1619826,0,0,0,539900,4437483
15,ANK+CHLA,2,1,794600,160900,0,0,0,3728855,5090616,0,0,0,955500,8819471
15,ANK+CHLA,2,2,1000600,72900,0,0,0,3902178,2130480,0,0,0,1073500,6032657
15,ANK+CHLA,2,3,1016500,126100,0,0,0,4191703,3818612,0,0,0,1142600,8010315
18,ANK+CHLA,2,1,1281500,231800,0,0,0,5606758,4572039,0,0,0,1513300,10178798
18,ANK+CHLA,2,2,1451200,122800,0,0,0,6764395,3454652,0,0,0,1574000,10219047
18,ANK+CHLA,2,3,1515300,174000,0,0,0,7499833,4580071,0,0,0,1689300,12079904
21,ANK+CHLA,2,1,1702500,411300,0,0,0,7075456,6669672,0,0,0,2113800,13745128
21,ANK+CHLA,2,2,2027000,162000,0,0,0,9055649,3287230,0,0,0,2189000,12342879
21,ANK+CHLA,2,3,1869700,208900,0,0,0,7499127,3508012,0,0,0,2078600,11007139
24,ANK+CHLA,2,1,1574100,363900,0,0,0,7471714,4105515,0,0,0,1938000,11577230
24,ANK+CHLA,2,2,1874100,166800,0,0,0,8130676,2194803,0,0,0,2040900,10325479
24,ANK+CHLA,2,3,1756500,199600,0,0,0,8364008,2585702,0,0,0,1956100,10949710
27,ANK+CHLA,2,1,2117500,386700,0,0,0,12161384,3388184,0,0,0,2504200,15549568
27,ANK+CHLA,2,2,2114800,195000,0,0,0,10783585,1994753,0,0,0,2309800,12778338
27,ANK+CHLA,2,3,2312000,238700,0,0,0,12218132,2206796,0,0,0,2550700,14424928
30,ANK+CHLA,2,1,2154900,443700,0,0,0,15895720,3952906,0,0,0,2598600,19848626
30,ANK+CHLA,2,2,2367300,172700,0,0,0,14481487,1741664,0,0,0,2540000,16223151
30,ANK+CHLA,2,3,2330400,191600,0,0,0,14997812,1810969,0,0,0,2522000,16808781
35,ANK+CHLA,2,1,2276100,365400,0,0,0,23852610,2949107,0,0,0,2641500,26801717
35,ANK+CHLA,2,2,2811700,178200,0,0,0,22650700,1526989,0,0,0,2989900,24177689
35,ANK+CHLA,2,3,2710800,172400,0,0,0,21531131,1686933,0,0,0,2883200,23218063
40,ANK+CHLA,2,1,2429500,218500,0,0,0,31388018,1687689,0,0,0,2648000,33075707
40,ANK+CHLA,2,2,2073000,102300,0,0,0,20339130,927901.7,0,0,0,2175300,21267032
40,ANK+CHLA,2,3,2656000,108900,0,0,0,26405047,1577113,0,0,0,2764900,27982160
3,ANK+CHLA,4,1,600,650,0,0,0,48887.62,48144.08,0,0,0,1250,97031.7
3,ANK+CHLA,4,2,800,700,0,0,0,22845.19,58066.97,0,0,0,1500,80912.16
3,ANK+CHLA,4,3,300,800,0,0,0,11903.94,104109.3,0,0,0,1100,116013.2
6,ANK+CHLA,4,1,10450,3250,0,0,0,125286.7,184894.4,0,0,0,13700,310181.1
6,ANK+CHLA,4,2,11000,2900,0,0,0,142285.5,188042.8,0,0,0,13900,330328.3
6,ANK+CHLA,4,3,10550,1600,0,0,0,122777.4,109213.1,0,0,0,12150,231990.5
9,ANK+CHLA,4,1,174750,12150,0,0,0,1650076,725662.1,0,0,0,186900,2375738
9,ANK+CHLA,4,2,171250,11500,0,0,0,1537623,583817.3,0,0,0,182750,2121441
9,ANK+CHLA,4,3,160450,8400,0,0,0,1405570,441577.4,0,0,0,168850,1847148
12,ANK+CHLA,4,1,474300,32150,0,0,0,2276619,942226.8,0,0,0,506450,3218846
12,ANK+CHLA,4,2,500300,37700,0,0,0,2423441,1032123,0,0,0,538000,3455565
12,ANK+CHLA,4,3,471900,30350,0,0,0,2353329,952367.5,0,0,0,502250,3305696
15,ANK+CHLA,4,1,827800,63800,0,0,0,3391202,1897998,0,0,0,891600,5289200
15,ANK+CHLA,4,2,951600,78100,0,0,0,4046132,2182894,0,0,0,1029700,6229026
15,ANK+CHLA,4,3,984100,68200,0,0,0,3948386,2181651,0,0,0,1052300,6130037
18,ANK+CHLA,4,1,1554300,125000,0,0,0,7224994,3093103,0,0,0,1679300,10318097
18,ANK+CHLA,4,2,1416000,114400,0,0,0,6222511,2905497,0,0,0,1530400,9128008
18,ANK+CHLA,4,3,1393500,116700,0,0,0,6343745,2694001,0,0,0,1510200,9037746
21,ANK+CHLA,4,1,1844200,155800,0,0,0,8523569,2735279,0,0,0,2000000,11258849
21,ANK+CHLA,4,2,1657600,180800,0,0,0,7342761,3513049,0,0,0,1838400,10855809
21,ANK+CHLA,4,3,1855400,164100,0,0,0,8885212,3033077,0,0,0,2019500,11918289
24,ANK+CHLA,4,1,1792900,153200,0,0,0,8612664,1750765,0,0,0,1946100,10363429
24,ANK+CHLA,4,2,2001100,176600,0,0,0,9089450,2052735,0,0,0,2177700,11142186
24,ANK+CHLA,4,3,1885400,154900,0,0,0,7832103,1763041,0,0,0,2040300,9595144
27,ANK+CHLA,4,1,2495200,164700,0,0,0,12990338,1455286,0,0,0,2659900,14445624
27,ANK+CHLA,4,2,2133100,174100,0,0,0,10545903,1680808,0,0,0,2307200,12226711
27,ANK+CHLA,4,3,1980400,131500,0,0,0,9651504,1265628,0,0,0,2111900,10917131
30,ANK+CHLA,4,1,2313200,160100,0,0,0,12435742,1255796,0,0,0,2473300,13691538
30,ANK+CHLA,4,2,1917700,144200,0,0,0,9901648,1227771,0,0,0,2061900,11129419
30,ANK+CHLA,4,3,2505300,163400,0,0,0,13424513,1361902,0,0,0,2668700,14786415
35,ANK+CHLA,4,1,2947500,142100,0,0,0,20423561,1127839,0,0,0,3089600,21551399
35,ANK+CHLA,4,2,2546900,141800,0,0,0,14915070,930491.7,0,0,0,2688700,15845561
35,ANK+CHLA,4,3,2685100,98700,0,0,0,16791764,868632.4,0,0,0,2783800,17660396
40,ANK+CHLA,4,1,2571300,81600,0,0,0,19704597,1019185,0,0,0,2652900,20723782
40,ANK+CHLA,4,2,2175700,75000,0,0,0,15263930,611014.9,0,0,0,2250700,15874945
40,ANK+CHLA,4,3,2527000,88500,0,0,0,18614873,705893.4,0,0,0,2615500,19320766
3,ANK+CHLA,8,1,700,650,0,0,0,11504.74,31120.14,0,0,0,1350,42624.88
3,ANK+CHLA,8,2,450,300,0,0,0,32589.32,96640.59,0,0,0,750,129229.9
3,ANK+CHLA,8,3,600,550,0,0,0,10701.86,39152.79,0,0,0,1150,49854.66
6,ANK+CHLA,8,1,6750,3250,0,0,0,91040.92,152584.5,0,0,0,10000,243625.4
6,ANK+CHLA,8,2,7650,3400,0,0,0,106482.9,177415.7,0,0,0,11050,283898.6
6,ANK+CHLA,8,3,7250,3200,0,0,0,83495.23,83616.32,0,0,0,10450,167111.6
9,ANK+CHLA,8,1,90500,7200,0,0,0,1017932,399744.4,0,0,0,97700,1417676
9,ANK+CHLA,8,2,88400,8550,0,0,0,1022051,486659.5,0,0,0,96950,1508710
9,ANK+CHLA,8,3,92750,10250,0,0,0,1074695,576410.8,0,0,0,103000,1651106
12,ANK+CHLA,8,1,376750,19800,0,0,0,1794996,706193.6,0,0,0,396550,2501190
12,ANK+CHLA,8,2,357600,24300,0,0,0,1693714,913131.5,0,0,0,381900,2606845
12,ANK+CHLA,8,3,383700,30150,0,0,0,2251732,948084.5,0,0,0,413850,3199817
15,ANK+CHLA,8,1,934500,60600,0,0,0,4175534,1770994,0,0,0,995100,5946529
15,ANK+CHLA,8,2,689800,55600,0,0,0,3213285,1527575,0,0,0,745400,4740860
15,ANK+CHLA,8,3,749000,76700,0,0,0,3380633,2200729,0,0,0,825700,5581362
18,ANK+CHLA,8,1,1253400,108700,0,0,0,5158151,2864829,0,0,0,1362100,8022980
18,ANK+CHLA,8,2,1216800,110400,0,0,0,4896331,2947273,0,0,0,1327200,7843604
18,ANK+CHLA,8,3,1194500,118600,0,0,0,5472387,2696720,0,0,0,1313100,8169107
21,ANK+CHLA,8,1,1706800,134400,0,0,0,8343071,2487048,0,0,0,1841200,10830119
21,ANK+CHLA,8,2,1596300,180000,0,0,0,7285026,3132799,0,0,0,1776300,10417825
21,ANK+CHLA,8,3,1420600,152600,0,0,0,7220844,2492936,0,0,0,1573200,9713780
24,ANK+CHLA,8,1,1897100,162000,0,0,0,8654511,1750348,0,0,0,2059100,10404858
24,ANK+CHLA,8,2,1432600,132900,0,0,0,6469518,1330927,0,0,0,1565500,7800445
24,ANK+CHLA,8,3,1692500,172500,0,0,0,8022358,1802256,0,0,0,1865000,9824614
27,ANK+CHLA,8,1,2500300,175100,0,0,0,12422478,1626503,0,0,0,2675400,14048981
27,ANK+CHLA,8,2,2107100,170300,0,0,0,9275672,1484753,0,0,0,2277400,10760426
27,ANK+CHLA,8,3,2076200,213200,0,0,0,10197812,1905566,0,0,0,2289400,12103377
30,ANK+CHLA,8,1,2508200,152000,0,0,0,12836230,1350282,0,0,0,2660200,14186512
30,ANK+CHLA,8,2,2248100,160300,0,0,0,10795757,1275886,0,0,0,2408400,12071643
30,ANK+CHLA,8,3,2115300,161600,0,0,0,11577066,1234534,0,0,0,2276900,12811600
35,ANK+CHLA,8,1,2805400,126200,0,0,0,17289509,923103.3,0,0,0,2931600,18212612
35,ANK+CHLA,8,2,2844600,151300,0,0,0,15609021,996091,0,0,0,2995900,16605112
35,ANK+CHLA,8,3,2591000,136200,0,0,0,16602203,1037583,0,0,0,2727200,17639786
40,ANK+CHLA,8,1,2224600,80800,0,0,0,15991244,639683.9,0,0,0,2305400,16630928
40,ANK+CHLA,8,2,2194600,94800,0,0,0,13208068,646170.5,0,0,0,2289400,13854238
40,ANK+CHLA,8,3,1908900,83100,0,0,0,13000743,641369.7,0,0,0,1992000,13642112
3,ANK+CHLA,16,1,600,800,0,0,0,8147.055,27140.23,0,0,0,1400,35287.28
3,ANK+CHLA,16,2,700,400,0,0,0,16705.94,28978.28,0,0,0,1100,45684.22
3,ANK+CHLA,16,3,300,400,0,0,0,15359.05,36187.34,0,0,0,700,51546.39
6,ANK+CHLA,16,1,6450,3000,0,0,0,97720.2,143415.8,0,0,0,9450,241136
6,ANK+CHLA,16,2,5750,2750,0,0,0,98384.04,128740.2,0,0,0,8500,227124.3
6,ANK+CHLA,16,3,4500,1800,0,0,0,70704.71,148020.5,0,0,0,6300,218725.2
9,ANK+CHLA,16,1,87600,16750,0,0,0,1252507,1053360,0,0,0,104350,2305867
9,ANK+CHLA,16,2,82750,8950,0,0,0,975842.2,637646,0,0,0,91700,1613488
9,ANK+CHLA,16,3,85850,10800,0,0,0,1226781,785278.4,0,0,0,96650,2012060
12,ANK+CHLA,16,1,353100,60200,0,0,0,2212385,1661047,0,0,0,413300,3873431
12,ANK+CHLA,16,2,333350,28400,0,0,0,1990676,993425.3,0,0,0,361750,2984101
12,ANK+CHLA,16,3,321850,38200,0,0,0,1907382,1154737,0,0,0,360050,3062119
15,ANK+CHLA,16,1,830900,154700,0,0,0,4476305,3636341,0,0,0,985600,8112646
15,ANK+CHLA,16,2,655300,89800,0,0,0,3337676,2473790,0,0,0,745100,5811466
15,ANK+CHLA,16,3,638100,73500,0,0,0,3254154,2074251,0,0,0,711600,5328405
18,ANK+CHLA,16,1,1202300,228200,0,0,0,5011361,3727817,0,0,0,1430500,8739177
18,ANK+CHLA,16,2,1043400,137800,0,0,0,4446190,3237502,0,0,0,1181200,7683692
18,ANK+CHLA,16,3,1169000,189100,0,0,0,5751072,3856399,0,0,0,1358100,9607471
21,ANK+CHLA,16,1,1554600,271300,0,0,0,7276963,3183988,0,0,0,1825900,10460951
21,ANK+CHLA,16,2,1604100,206100,0,0,0,7750201,2676727,0,0,0,1810200,10426928
21,ANK+CHLA,16,3,1283300,218500,0,0,0,7023554,2828046,0,0,0,1501800,9851600
24,ANK+CHLA,16,1,1663500,232800,0,0,0,8081140,1989558,0,0,0,1896300,10070698
24,ANK+CHLA,16,2,1284300,142100,0,0,0,6318624,1120272,0,0,0,1426400,7438895
24,ANK+CHLA,16,3,1535500,187700,0,0,0,8569875,1618658,0,0,0,1723200,10188533
27,ANK+CHLA,16,1,1903200,206700,0,0,0,9021421,1505337,0,0,0,2109900,10526758
27,ANK+CHLA,16,2,2020900,179200,0,0,0,10286671,1327258,0,0,0,2200100,11613929
27,ANK+CHLA,16,3,2087300,217900,0,0,0,10752160,1618923,0,0,0,2305200,12371083
30,ANK+CHLA,16,1,2164900,186100,0,0,0,13366665,1103369,0,0,0,2351000,14470034
30,ANK+CHLA,16,2,2234700,169600,0,0,0,11926499,1467621,0,0,0,2404300,13394120
30,ANK+CHLA,16,3,1913200,163900,0,0,0,10748557,1201182,0,0,0,2077100,11949739
35,ANK+CHLA,16,1,2248400,95100,0,0,0,14590466,977147,0,0,0,2343500,15567613
35,ANK+CHLA,16,2,2543600,111500,0,0,0,14827405,866000,0,0,0,2655100,15693405
35,ANK+CHLA,16,3,2442100,142200,0,0,0,15603060,927321,0,0,0,2584300,16530381
40,ANK+CHLA,16,1,2019400,63800,0,0,0,15086597,855708.3,0,0,0,2083200,15942305
40,ANK+CHLA,16,2,2252700,79200,0,0,0,14718124,557473.8,0,0,0,2331900,15275598
40,ANK+CHLA,16,3,2166100,78400,0,0,0,14618331,749278.4,0,0,0,2244500,15367609
3,ANK+SCE,0,1,700,0,100,0,0,14809.15,0,110338.5,0,0,800,125147.6
3,ANK+SCE,0,2,550,0,300,0,0,33576.88,0,107590.3,0,0,850,141167.1
3,ANK+SCE,0,3,600,0,300,0,0,17235.96,0,450387.1,0,0,900,467623.1
6,ANK+SCE,0,1,14900,0,800,0,0,232850.3,0,332309.8,0,0,15700,565160.2
6,ANK+SCE,0,2,12600,0,700,0,0,193474.1,0,397839.8,0,0,13300,591314
6,ANK+SCE,0,3,15450,0,1000,0,0,222740.5,0,431616.6,0,0,16450,654357.1
9,ANK+SCE,0,1,180500,0,4300,0,0,666309.8,0,1126033,0,0,184800,1792342
9,ANK+SCE,0,2,206650,0,3550,0,0,1021421,0,996951,0,0,210200,2018372
9,ANK+SCE,0,3,192300,0,2800,0,0,1026299,0,837845.6,0,0,195100,1864145
12,ANK+SCE,0,1,392600,0,5400,0,0,2328792,0,1115103,0,0,398000,3443895
12,ANK+SCE,0,2,385850,0,5050,0,0,2249240,0,1602616,0,0,390900,3851856
12,ANK+SCE,0,3,443450,0,6750,0,0,2425090,0,1589587,0,0,450200,4014677
15,ANK+SCE,0,1,860000,0,11600,0,0,2981610,0,1591484,0,0,871600,4573095
15,ANK+SCE,0,2,790700,0,7800,0,0,2763300,0,1442567,0,0,798500,4205867
15,ANK+SCE,0,3,933600,0,12400,0,0,3478470,0,2968970,0,0,946000,6447441
18,ANK+SCE,0,1,1191700,0,13800,0,0,4821889,0,2150481,0,0,1205500,6972369
18,ANK+SCE,0,2,940800,0,11200,0,0,3565755,0,1941754,0,0,952000,5507509
18,ANK+SCE,0,3,1244800,0,15600,0,0,4569036,0,2965824,0,0,1260400,7534860
21,ANK+SCE,0,1,1502100,0,18600,0,0,6992986,0,3641109,0,0,1520700,10634096
21,ANK+SCE,0,2,1401700,0,15000,0,0,5819351,0,2787315,0,0,1416700,8606666
21,ANK+SCE,0,3,1544800,0,19300,0,0,6999023,0,3257082,0,0,1564100,10256106
24,ANK+SCE,0,1,1448600,0,18700,0,0,8419076,0,3520287,0,0,1467300,11939364
24,ANK+SCE,0,2,1345700,0,14200,0,0,6414166,0,2708586,0,0,1359900,9122752
24,ANK+SCE,0,3,1427200,0,16800,0,0,8158272,0,2941260,0,0,1444000,11099532
27,ANK+SCE,0,1,1635000,0,23400,0,0,11371552,0,4215100,0,0,1658400,15586652
27,ANK+SCE,0,2,1753700,0,22700,0,0,11085447,0,4285921,0,0,1776400,15371368
27,ANK+SCE,0,3,1768600,0,19700,0,0,11007078,0,4688686,0,0,1788300,15695764
30,ANK+SCE,0,1,1995000,0,28200,0,0,13987050,0,8143405,0,0,2023200,22130455
30,ANK+SCE,0,2,2197500,0,25000,0,0,13704817,0,6021007,0,0,2222500,19725824
30,ANK+SCE,0,3,2029100,0,27800,0,0,12206943,0,6772609,0,0,2056900,18979552
35,ANK+SCE,0,1,2420700,0,41700,0,0,18226987,0,11807783,0,0,2462400,30034770
35,ANK+SCE,0,2,2266400,0,27500,0,0,12947402,0,6823671,0,0,2293900,19771073
35,ANK+SCE,0,3,2699200,0,42400,0,0,18869150,0,11160477,0,0,2741600,30029628
40,ANK+SCE,0,1,2534300,0,51700,0,0,19672498,0,12347167,0,0,2586000,32019665
40,ANK+SCE,0,2,2542200,0,33100,0,0,16851763,0,6869395,0,0,2575300,23721158
40,ANK+SCE,0,3,2520200,0,35800,0,0,18163069,0,7105566,0,0,2556000,25268635
3,ANK+SCE,2,1,500,0,450,0,0,14351.34,0,466311.2,0,0,950,480662.5
3,ANK+SCE,2,2,400,0,300,0,0,9558.8,0,256208.9,0,0,700,265767.7
3,ANK+SCE,2,3,300,0,250,0,0,16003.89,0,458575.7,0,0,550,474579.6
6,ANK+SCE,2,1,11200,0,900,0,0,163666.2,0,390917,0,0,12100,554583.2
6,ANK+SCE,2,2,13400,0,1300,0,0,238951.7,0,464001.9,0,0,14700,702953.6
6,ANK+SCE,2,3,8650,0,1350,0,0,126833.7,0,1142952,0,0,10000,1269786
9,ANK+SCE,2,1,124700,0,4800,0,0,1076305,0,1870391,0,0,129500,2946696
9,ANK+SCE,2,2,120750,0,4050,0,0,836780.9,0,899038.8,0,0,124800,1735820
9,ANK+SCE,2,3,145950,0,3050,0,0,758385.6,0,1068897,0,0,149000,1827283
12,ANK+SCE,2,1,373550,0,8950,0,0,2074291,0,2199285,0,0,382500,4273576
12,ANK+SCE,2,2,348900,0,8000,0,0,2048033,0,1366574,0,0,356900,3414608
12,ANK+SCE,2,3,391400,0,8300,0,0,2224428,0,1717772,0,0,399700,3942200
15,ANK+SCE,2,1,691600,0,13200,0,0,3014688,0,2463209,0,0,704800,5477896
15,ANK+SCE,2,2,830700,0,11500,0,0,3356479,0,1490579,0,0,842200,4847058
15,ANK+SCE,2,3,808300,0,10200,0,0,3030286,0,1909756,0,0,818500,4940043
18,ANK+SCE,2,1,1065400,0,17400,0,0,4507840,0,3170380,0,0,1082800,7678220
18,ANK+SCE,2,2,1082200,0,17300,0,0,4580021,0,2557019,0,0,1099500,7137040
18,ANK+SCE,2,3,1149500,0,15000,0,0,5071923,0,3330579,0,0,1164500,8402502
21,ANK+SCE,2,1,1357500,0,23500,0,0,6199170,0,3902571,0,0,1381000,10101741
21,ANK+SCE,2,2,1627600,0,26200,0,0,7104202,0,4493694,0,0,1653800,11597897
21,ANK+SCE,2,3,1747700,0,25400,0,0,7417672,0,5205198,0,0,1773100,12622870
24,ANK+SCE,2,1,1494100,0,27800,0,0,7781027,0,4443792,0,0,1521900,12224819
24,ANK+SCE,2,2,1424100,0,22100,0,0,6144458,0,3734685,0,0,1446200,9879143
24,ANK+SCE,2,3,1644700,0,25400,0,0,7108203,0,3758343,0,0,1670100,10866546
27,ANK+SCE,2,1,1908200,0,35800,0,0,11020619,0,6488818,0,0,1944000,17509438
27,ANK+SCE,2,2,1837000,0,31300,0,0,8836256,0,6318057,0,0,1868300,15154313
27,ANK+SCE,2,3,2302500,0,28100,0,0,10888290,0,5980686,0,0,2330600,16868976
30,ANK+SCE,2,1,2067200,0,37400,0,0,12147660,0,8527421,0,0,2104600,20675081
30,ANK+SCE,2,2,1971800,0,28400,0,0,10174628,0,6149304,0,0,2000200,16323932
30,ANK+SCE,2,3,2486000,0,29200,0,0,12183762,0,6606573,0,0,2515200,18790334
35,ANK+SCE,2,1,2649000,0,45900,0,0,16578341,0,11420916,0,0,2694900,27999256
35,ANK+SCE,2,2,2826700,0,41000,0,0,15658141,0,9742199,0,0,2867700,25400340
35,ANK+SCE,2,3,2961800,0,42700,0,0,16294552,0,10892786,0,0,3004500,27187338
40,ANK+SCE,2,1,2071000,0,43400,0,0,13081410,0,9334726,0,0,2114400,22416136
40,ANK+SCE,2,2,2313700,0,35400,0,0,13567671,0,7298547,0,0,2349100,20866219
40,ANK+SCE,2,3,2414900,0,32600,0,0,14663919,0,7642003,0,0,2447500,22305922
3,ANK+SCE,4,1,600,0,200,0,0,22162.71,0,417075.4,0,0,800,439238.1
3,ANK+SCE,4,2,450,0,50,0,0,53831.53,0,83842.85,0,0,500,137674.4
3,ANK+SCE,4,3,400,0,150,0,0,7448.009,0,129252.3,0,0,550,136700.3
6,ANK+SCE,4,1,8400,0,850,0,0,106359,0,535641.2,0,0,9250,642000.2
6,ANK+SCE,4,2,7700,0,1200,0,0,132852,0,486219.8,0,0,8900,619071.8
6,ANK+SCE,4,3,7700,0,1300,0,0,90243,0,400628.4,0,0,9000,490871.4
9,ANK+SCE,4,1,74950,0,3550,0,0,500668.9,0,830397.8,0,0,78500,1331067
9,ANK+SCE,4,2,75950,0,3600,0,0,524270.4,0,828956,0,0,79550,1353226
9,ANK+SCE,4,3,88850,0,2550,0,0,750210.4,0,691565,0,0,91400,1441775
12,ANK+SCE,4,1,300350,0,6400,0,0,1413880,0,1228614,0,0,306750,2642494
12,ANK+SCE,4,2,327400,0,6200,0,0,1654459,0,1238353,0,0,333600,2892812
12,ANK+SCE,4,3,299550,0,5800,0,0,1533894,0,954642.8,0,0,305350,2488536
15,ANK+SCE,4,1,594800,0,10300,0,0,2418930,0,1409902,0,0,605100,3828832
15,ANK+SCE,4,2,704400,0,9300,0,0,3324822,0,1252207,0,0,713700,4577028
15,ANK+SCE,4,3,593000,0,10500,0,0,2312104,0,1446042,0,0,603500,3758146
18,ANK+SCE,4,1,1127700,0,12200,0,0,4250487,0,2275567,0,0,1139900,6526055
18,ANK+SCE,4,2,1018300,0,12200,0,0,3785741,0,1915648,0,0,1030500,5701389
18,ANK+SCE,4,3,1004000,0,9500,0,0,3538434,0,1890895,0,0,1013500,5429328
21,ANK+SCE,4,1,1481200,0,16000,0,0,5454985,0,1797548,0,0,1497200,7252533
21,ANK+SCE,4,2,1625500,0,16500,0,0,6748058,0,2305783,0,0,1642000,9053841
21,ANK+SCE,4,3,1482300,0,13000,0,0,5580929,0,1789998,0,0,1495300,7370927
24,ANK+SCE,4,1,1482100,0,14500,0,0,5920222,0,1815448,0,0,1496600,7735670
24,ANK+SCE,4,2,1476600,0,13100,0,0,5661895,0,1494686,0,0,1489700,7156581
24,ANK+SCE,4,3,1480200,0,13200,0,0,6127631,0,1514696,0,0,1493400,7642327
27,ANK+SCE,4,1,1835600,0,17300,0,0,8811055,0,2992072,0,0,1852900,11803127
27,ANK+SCE,4,2,1931300,0,14000,0,0,8852537,0,2157473,0,0,1945300,11010010
27,ANK+SCE,4,3,1925600,0,15600,0,0,9034775,0,1975151,0,0,1941200,11009926
30,ANK+SCE,4,1,2061400,0,16900,0,0,10996055,0,2966096,0,0,2078300,13962151
30,ANK+SCE,4,2,2325700,0,20200,0,0,11692355,0,3522540,0,0,2345900,15214895
30,ANK+SCE,4,3,2691800,0,18000,0,0,13469029,0,3240439,0,0,2709800,16709468
