day,combination,NPs,replicate,ANK_cell_ml,CHLA_cell_ml,SCE_cell_ml,SEL_cell_ml,STA_cell_ml,ANK_biomass_ml,CHLA_biomass_ml,SCE_biomass_ml,SEL_biomass_ml,STA_biomass_ml,cell_ml,biomass_ml
40,SCE+STA,0,1,0,0,218900,0,16800,0,0,41754262,0,15312.53,235700,41769574
40,SCE+STA,0,2,0,0,176700,0,3100,0,0,31658293,0,1176636,179800,32834929
40,SCE+STA,0,3,0,0,122900,0,3100,0,0,24493691,0,1272772,126000,25766463
3,SCE+STA,2,1,0,0,150,0,50,0,0,89492.09,0,82102.96,200,171595
3,SCE+STA,2,2,0,0,100,0,150,0,0,68547.69,0,324047.3,250,392595
3,SCE+STA,2,3,0,0,250,0,100,0,0,172686.3,0,190422.7,350,363109
6,SCE+STA,2,1,0,0,800,0,400,0,0,547027.6,0,645788.5,1200,1192816
6,SCE+STA,2,2,0,0,1000,0,300,0,0,364653.6,0,824665.3,1300,1189319
6,SCE+STA,2,3,0,0,900,0,350,0,0,556362.1,0,500522.6,1250,1056885
9,SCE+STA,2,1,0,0,5050,0,1800,0,0,1846122,0,2966563,6850,4812685
9,SCE+STA,2,2,0,0,4750,0,1000,0,0,1303884,0,1533253,5750,2837136
9,SCE+STA,2,3,0,0,3200,0,1400,0,0,1317404,0,2275634,4600,3593037
12,SCE+STA,2,1,0,0,10750,0,1650,0,0,2115021,0,2407638,12400,4522659
12,SCE+STA,2,2,0,0,10350,0,1750,0,0,2094005,0,2302123,12100,4396128
12,SCE+STA,2,3,0,0,10950,0,1600,0,0,2379621,0,1860109,12550,4239730
15,SCE+STA,2,1,0,0,19900,0,3450,0,0,4013080,0,4899081,23350,8912161
15,SCE+STA,2,2,0,0,17650,0,3550,0,0,3188233,0,5229300,21200,8417533
15,SCE+STA,2,3,0,0,17950,0,2850,0,0,3404036,0,3683034,20800,7087070
18,SCE+STA,2,1,0,0,32600,0,3000,0,0,4903328,0,3441031,35600,8344358
18,SCE+STA,2,2,0,0,26100,0,3750,0,0,3968839,0,4922600,29850,8891439
18,SCE+STA,2,3,0,0,28500,0,2350,0,0,4236100,0,3246192,30850,7482293
21,SCE+STA,2,1,0,0,56500,0,2600,0,0,8941845,0,2664525,59100,11606371
21,SCE+STA,2,2,0,0,40100,0,3800,0,0,6216425,0,5047770,43900,11264195
21,SCE+STA,2,3,0,0,49300,0,4800,0,0,7163833,0,19253.39,54100,7183087
24,SCE+STA,2,1,0,0,53700,0,4100,0,0,8126109,0,2627.201,57800,8128736
24,SCE+STA,2,2,0,0,48700,0,2500,0,0,7303574,0,2990740,51200,10294314
24,SCE+STA,2,3,0,0,56500,0,1300,0,0,7739248,0,1400811,57800,9140059
27,SCE+STA,2,1,0,0,75500,0,2500,0,0,11452807,0,1444919,78000,12897726
27,SCE+STA,2,2,0,0,55400,0,4900,0,0,8924003,0,6866.709,60300,8930870
27,SCE+STA,2,3,0,0,67100,0,2100,0,0,9199808,0,1169294,69200,10369102
30,SCE+STA,2,1,0,0,89400,0,3000,0,0,14796084,0,4409.219,92400,14800493
30,SCE+STA,2,2,0,0,73100,0,2200,0,0,12570904,0,1147711,75300,13718616
30,SCE+STA,2,3,0,0,80100,0,1300,0,0,11057051,0,533745.1,81400,11590796
35,SCE+STA,2,1,0,0,105500,0,2600,0,0,16101086,0,18011.49,108100,16119098
35,SCE+STA,2,2,0,0,87700,0,1800,0,0,14060296,0,6258.29,89500,14066554
35,SCE+STA,2,3,0,0,96800,0,1400,0,0,13426737,0,557523.6,98200,13984261
40,SCE+STA,2,1,0,0,99300,0,2600,0,0,15497742,0,36715.02,101900,15534457
40,SCE+STA,2,2,0,0,121000,0,2100,0,0,20160356,0,29736.51,123100,20190093
40,SCE+STA,2,3,0,0,116100,0,700,0,0,19589876,0,1147.316,116800,19591024
3,SCE+STA,4,1,0,0,250,0,100,0,0,131902.9,0,964.2923,350,132867.2
3,SCE+STA,4,2,0,0,150,0,0,0,0,91960.19,0,0,150,91960.19
3,SCE+STA,4,3,0,0,250,0,50,0,0,206802.9,0,70216.52,300,277019.4
6,SCE+STA,4,1,0,0,700,0,300,0,0,279725.4,0,566741.8,1000,846467.3
6,SCE+STA,4,2,0,0,850,0,450,0,0,244131.6,0,848489.2,1300,1092621
6,SCE+STA,4,3,0,0,1400,0,50,0,0,482116.7,0,70395.44,1450,552512.1
9,SCE+STA,4,1,0,0,3150,0,1650,0,0,1586773,0,2743609,4800,4330382
9,SCE+STA,4,2,0,0,3600,0,650,0,0,1243888,0,719015.1,4250,1962903
9,SCE+STA,4,3,0,0,3300,0,1400,0,0,842419.2,0,2039793,4700,2882213
12,SCE+STA,4,1,0,0,11750,0,2350,0,0,2587845,0,3209152,14100,5796998
12,SCE+STA,4,2,0,0,10750,0,2850,0,0,1871728,0,3501243,13600,5372971
12,SCE+STA,4,3,0,0,10100,0,1700,0,0,1898640,0,2739616,11800,4638256
15,SCE+STA,4,1,0,0,15950,0,2150,0,0,2295799,0,2903465,18100,5199265
15,SCE+STA,4,2,0,0,15850,0,3300,0,0,2990404,0,4190513,19150,7180916
15,SCE+STA,4,3,0,0,16750,0,2450,0,0,2648937,0,2786196,19200,5435133
18,SCE+STA,4,1,0,0,31700,0,2200,0,0,4892028,0,2722616,33900,7614644
18,SCE+STA,4,2,0,0,27950,0,2750,0,0,4021354,0,3593777,30700,7615131
18,SCE+STA,4,3,0,0,33350,0,3400,0,0,4981258,0,4455729,36750,9436987
21,SCE+STA,4,1,0,0,38300,0,2000,0,0,5796126,0,3105720,40300,8901846
21,SCE+STA,4,2,0,0,43800,0,3600,0,0,6255745,0,3800374,47400,10056118
21,SCE+STA,4,3,0,0,51000,0,4000,0,0,7499090,0,4926219,55000,12425310
24,SCE+STA,4,1,0,0,48900,0,3300,0,0,6686495,0,2594499,52200,9280994
24,SCE+STA,4,2,0,0,44300,0,2600,0,0,6806543,0,120825.7,46900,6927369
24,SCE+STA,4,3,0,0,49800,0,2900,0,0,6797681,0,3071091,52700,9868772
27,SCE+STA,4,1,0,0,61800,0,2300,0,0,9771695,0,4353.704,64100,9776049
27,SCE+STA,4,2,0,0,58600,0,3800,0,0,8781913,0,2754283,62400,11536196
27,SCE+STA,4,3,0,0,65100,0,1800,0,0,9469925,0,1562123,66900,11032047
30,SCE+STA,4,1,0,0,73400,0,2000,0,0,11061112,0,1964741,75400,13025853
30,SCE+STA,4,2,0,0,80500,0,1700,0,0,13520875,0,1430778,82200,14951653
30,SCE+STA,4,3,0,0,63900,0,1300,0,0,10497058,0,1107015,65200,11604074
35,SCE+STA,4,1,0,0,98800,0,1200,0,0,16649471,0,1180840,100000,17830311
35,SCE+STA,4,2,0,0,105400,0,1300,0,0,17816310,0,1381490,106700,19197800
35,SCE+STA,4,3,0,0,94600,0,1600,0,0,15023299,0,906219.4,96200,15929519
40,SCE+STA,4,1,0,0,112700,0,1900,0,0,16908601,0,1713790,114600,18622391
40,SCE+STA,4,2,0,0,106000,0,1000,0,0,15357218,0,634710.4,107000,15991928
40,SCE+STA,4,3,0,0,119700,0,1000,0,0,17376246,0,696554.3,120700,18072800
3,SCE+STA,8,1,0,0,200,0,0,0,0,349539.2,0,0,200,349539.2
3,SCE+STA,8,2,0,0,350,0,150,0,0,221765.1,0,298990.9,500,520756
3,SCE+STA,8,3,0,0,150,0,150,0,0,185268.6,0,340008.5,300,525277.1
6,SCE+STA,8,1,0,0,950,0,800,0,0,239861,0,1230.393,1750,241091.4
6,SCE+STA,8,2,0,0,800,0,350,0,0,359527.1,0,573101.8,1150,932628.9
6,SCE+STA,8,3,0,0,700,0,300,0,0,424004.1,0,562818.3,1000,986822.3
9,SCE+STA,8,1,0,0,4200,0,1600,0,0,2022208,0,1866930,5800,3889137
9,SCE+STA,8,2,0,0,4450,0,1350,0,0,1752486,0,2192087,5800,3944573
9,SCE+STA,8,3,0,0,5550,0,1300,0,0,1679350,0,1725052,6850,3404402
12,SCE+STA,8,1,0,0,12400,0,2150,0,0,2389517,0,3301290,14550,5690807
12,SCE+STA,8,2,0,0,14850,0,1850,0,0,3292934,0,2277688,16700,5570622
12,SCE+STA,8,3,0,0,14350,0,1250,0,0,2629250,0,1615970,15600,4245220
15,SCE+STA,8,1,0,0,18950,0,3900,0,0,3572252,0,4628.646,22850,3576880
15,SCE+STA,8,2,0,0,21250,0,2900,0,0,3664680,0,3926100,24150,7590780
15,SCE+STA,8,3,0,0,23500,0,3150,0,0,4690150,0,3091132,26650,7781283
18,SCE+STA,8,1,0,0,34350,0,3450,0,0,5936552,0,4337089,37800,10273641
18,SCE+STA,8,2,0,0,33550,0,2900,0,0,5534101,0,3513496,36450,9047597
18,SCE+STA,8,3,0,0,36000,0,2100,0,0,6519617,0,3108937,38100,9628554
21,SCE+STA,8,1,0,0,43500,0,1900,0,0,6901790,0,2748491,45400,9650281
21,SCE+STA,8,2,0,0,36900,0,1900,0,0,6063348,0,2769899,38800,8833247
21,SCE+STA,8,3,0,0,49700,0,1600,0,0,8299945,0,1584557,51300,9884501
24,SCE+STA,8,1,0,0,53900,0,1400,0,0,9227305,0,1366459,55300,10593764
24,SCE+STA,8,2,0,0,49200,0,2300,0,0,8693192,0,2239747,51500,10932940
24,SCE+STA,8,3,0,0,62100,0,2200,0,0,8401262,0,2657810,64300,11059072
27,SCE+STA,8,1,0,0,67400,0,3000,0,0,10908417,0,2845312,70400,13753729
27,SCE+STA,8,2,0,0,49000,0,1200,0,0,9119545,0,1060658,50200,10180204
27,SCE+STA,8,3,0,0,75100,0,6200,0,0,11666037,0,6332.201,81300,11672369
30,SCE+STA,8,1,0,0,80000,0,1700,0,0,14998571,0,1482.229,81700,15000053
30,SCE+STA,8,2,0,0,70500,0,900,0,0,13621838,0,1375328,71400,14997166
30,SCE+STA,8,3,0,0,79500,0,800,0,0,13862995,0,43398.37,80300,13906393
35,SCE+STA,8,1,0,0,80900,0,1500,0,0,15093462,0,2026717,82400,17120178
35,SCE+STA,8,2,0,0,85800,0,700,0,0,17547018,0,456569.7,86500,18003587
35,SCE+STA,8,3,0,0,81300,0,1000,0,0,13953077,0,546645.9,82300,14499723
40,SCE+STA,8,1,0,0,105100,0,1900,0,0,18787619,0,831229.6,107000,19618849
40,SCE+STA,8,2,0,0,118400,0,3000,0,0,20957454,0,6488.867,121400,20963943
40,SCE+STA,8,3,0,0,136200,0,1100,0,0,22076242,0,814747.8,137300,22890990
3,SCE+STA,16,1,0,0,300,0,300,0,0,293928.2,0,673604.5,600,967532.7
3,SCE+STA,16,2,0,0,150,0,200,0,0,139879.2,0,333189,350,473068.2
3,SCE+STA,16,3,0,0,150,0,50,0,0,79507.85,0,140122.7,200,219630.5
6,SCE+STA,16,1,0,0,1150,0,550,0,0,646686.1,0,601402.2,1700,1248088
6,SCE+STA,16,2,0,0,1000,0,900,0,0,140135.7,0,13632.35,1900,153768.1
6,SCE+STA,16,3,0,0,1050,0,500,0,0,742052.6,0,630596.8,1550,1372649
9,SCE+STA,16,1,0,0,4400,0,900,0,0,1899109,0,1455838,5300,3354947
9,SCE+STA,16,2,0,0,4250,0,750,0,0,1896513,0,1288705,5000,3185218
9,SCE+STA,16,3,0,0,3150,0,500,0,0,1035102,0,826081.7,3650,1861183
12,SCE+STA,16,1,0,0,12800,0,1100,0,0,2130311,0,1312207,13900,3442519
12,SCE+STA,16,2,0,0,11600,0,700,0,0,2386459,0,1045656,12300,3432116
12,SCE+STA,16,3,0,0,11550,0,1000,0,0,2483742,0,1566027,12550,4049769
15,SCE+STA,16,1,0,0,25850,0,1600,0,0,4579153,0,2718198,27450,7297351
15,SCE+STA,16,2,0,0,21850,0,1300,0,0,3140213,0,1627123,23150,4767337
15,SCE+STA,16,3,0,0,25050,0,1000,0,0,3947291,0,1792600,26050,5739891
18,SCE+STA,16,1,0,0,34800,0,1450,0,0,5437194,0,2109911,36250,7547105
18,SCE+STA,16,2,0,0,34750,0,1900,0,0,5358010,0,2734334,36650,8092344
18,SCE+STA,16,3,0,0,36550,0,3700,0,0,6330818,0,14480.05,40250,6345298
21,SCE+STA,16,1,0,0,47400,0,2900,0,0,6962800,0,1309.441,50300,6964110
21,SCE+STA,16,2,0,0,46800,0,2800,0,0,7058810,0,1460031,49600,8518840
21,SCE+STA,16,3,0,0,54400,0,800,0,0,7288057,0,1072781,55200,8360838
24,SCE+STA,16,1,0,0,57500,0,2200,0,0,8763787,0,1317.585,59700,8765105
24,SCE+STA,16,2,0,0,47400,0,2000,0,0,7765690,0,3075.005,49400,7768765
24,SCE+STA,16,3,0,0,54500,0,2200,0,0,8570829,0,178765.2,56700,8749594
27,SCE+STA,16,1,0,0,55500,0,1000,0,0,10106069,0,1081265,56500,11187335
27,SCE+STA,16,2,0,0,55600,0,900,0,0,8239432,0,1877.995,56500,8241310
27,SCE+STA,16,3,0,0,82700,0,1900,0,0,13018899,0,1347366,84600,14366265
30,SCE+STA,16,1,0,0,97400,0,2300,0,0,16918835,0,1782274,99700,18701109
30,SCE+STA,16,2,0,0,80700,0,900,0,0,13891040,0,593613.6,81600,14484654
30,SCE+STA,16,3,0,0,93900,0,1500,0,0,14708279,0,1335075,95400,16043355
35,SCE+STA,16,1,0,0,88300,0,1100,0,0,17581901,0,904511.9,89400,18486413
35,SCE+STA,16,2,0,0,93000,0,1000,0,0,17097135,0,654475.2,94000,17751610
35,SCE+STA,16,3,0,0,88900,0,800,0,0,15374370,0,739782.1,89700,16114152
40,SCE+STA,16,1,0,0,124100,0,1600,0,0,21299670,0,306018.2,125700,21605688
40,SCE+STA,16,2,0,0,117100,0,1400,0,0,20248612,0,774755.4,118500,21023367
40,SCE+STA,16,3,0,0,107800,0,800,0,0,19530177,0,331.2958,108600,19530508
3,SEL+STA,0,1,0,0,0,750,150,0,0,0,2395.417,348074,900,350469.5
3,SEL+STA,0,2,0,0,0,600,100,0,0,0,1841.528,181001.5,700,182843
3,SEL+STA,0,3,0,0,0,600,50,0,0,0,2642.812,20.78281,650,2663.595
6,SEL+STA,0,1,0,0,0,21450,400,0,0,0,45058.31,907402.4,21850,952460.8
6,SEL+STA,0,2,0,0,0,16550,600,0,0,0,37032.57,1091309,17150,1128342
6,SEL+STA,0,3,0,0,0,16700,250,0,0,0,31125.78,510801.8,16950,541927.6
9,SEL+STA,0,1,0,0,0,281950,1550,0,0,0,306870.5,1678959,283500,1985830
9,SEL+STA,0,2,0,0,0,186100,950,0,0,0,211772,1875721,187050,2087493
9,SEL+STA,0,3,0,0,0,204950,500,0,0,0,254068.3,85835.4,205450,339903.7
12,SEL+STA,0,1,0,0,0,909700,1700,0,0,0,476619.9,2629224,911400,3105844
12,SEL+STA,0,2,0,0,0,677050,1600,0,0,0,418644.8,2407064,678650,2825709
12,SEL+STA,0,3,0,0,0,751050,750,0,0,0,463838.7,798023.6,751800,1261862
15,SEL+STA,0,1,0,0,0,1576150,3250,0,0,0,823668.1,220146.8,1579400,1043815
15,SEL+STA,0,2,0,0,0,1356500,1750,0,0,0,733633.2,3144862,1358250,3878495
15,SEL+STA,0,3,0,0,0,1470750,1700,0,0,0,657959.8,2359984,1472450,3017944
18,SEL+STA,0,1,0,0,0,2801100,1350,0,0,0,1759252,208229.5,2802450,1967481
18,SEL+STA,0,2,0,0,0,2122250,1400,0,0,0,1338435,1836260,2123650,3174695
18,SEL+STA,0,3,0,0,0,2547450,2450,0,0,0,1474872,167645.1,2549900,1642518
21,SEL+STA,0,1,0,0,0,4328900,1400,0,0,0,3409093,1845688,4330300,5254781
21,SEL+STA,0,2,0,0,0,3868000,1500,0,0,0,2706552,1754043,3869500,4460595
21,SEL+STA,0,3,0,0,0,3433300,1300,0,0,0,1986308,2175959,3434600,4162267
24,SEL+STA,0,1,0,0,0,3785800,1400,0,0,0,3741570,859493.5,3787200,4601064
24,SEL+STA,0,2,0,0,0,3889200,800,0,0,0,3258551,148965.6,3890000,3407517
24,SEL+STA,0,3,0,0,0,3590300,1900,0,0,0,2655680,302291.8,3592200,2957972
27,SEL+STA,0,1,0,0,0,3674500,1800,0,0,0,3700235,795882.5,3676300,4496118
27,SEL+STA,0,2,0,0,0,4403600,1900,0,0,0,3801090,135186.1,4405500,3936277
27,SEL+STA,0,3,0,0,0,4576900,2700,0,0,0,3597102,169140.6,4579600,3766243
30,SEL+STA,0,1,0,0,0,3523500,2900,0,0,0,3950470,1864832,3526400,5815302
30,SEL+STA,0,2,0,0,0,4611000,2900,0,0,0,4766005,1666554,4613900,6432559
30,SEL+STA,0,3,0,0,0,4697400,3000,0,0,0,4694748,665790,4700400,5360538
35,SEL+STA,0,1,0,0,0,3412000,3200,0,0,0,4699228,3110370,3415200,7809598
35,SEL+STA,0,2,0,0,0,4071600,1300,0,0,0,5403300,287616,4072900,5690916
35,SEL+STA,0,3,0,0,0,5581300,3900,0,0,0,7409235,3311253,5585200,10720487
40,SEL+STA,0,1,0,0,0,4013300,2100,0,0,0,4404517,1780979,4015400,6185496
40,SEL+STA,0,2,0,0,0,4757400,1700,0,0,0,6585068,1302433,4759100,7887500
40,SEL+STA,0,3,0,0,0,5075200,3400,0,0,0,6763174,342379.7,5078600,7105554
3,SEL+STA,2,1,0,0,0,1100,0,0,0,0,2820.597,0,1100,2820.597
3,SEL+STA,2,2,0,0,0,500,50,0,0,0,1284.943,99260.5,550,100545.4
3,SEL+STA,2,3,0,0,0,500,100,0,0,0,2538.224,185644.1,600,188182.3
6,SEL+STA,2,1,0,0,0,6850,900,0,0,0,13059.77,66616.29,7750,79676.06
6,SEL+STA,2,2,0,0,0,3800,200,0,0,0,7671.357,410843.9,4000,418515.3
6,SEL+STA,2,3,0,0,0,5200,550,0,0,0,11436.17,797303.3,5750,808739.5
9,SEL+STA,2,1,0,0,0,62150,1150,0,0,0,101903.2,1733799,63300,1835702
9,SEL+STA,2,2,0,0,0,74300,900,0,0,0,120793.5,1041857,75200,1162651
9,SEL+STA,2,3,0,0,0,115600,500,0,0,0,191935.6,803636.8,116100,995572.4
12,SEL+STA,2,1,0,0,0,247550,2000,0,0,0,207193.7,1279.095,249550,208472.8
12,SEL+STA,2,2,0,0,0,265900,750,0,0,0,235607.6,1170444,266650,1406052
12,SEL+STA,2,3,0,0,0,365650,1800,0,0,0,277090.6,1875187,367450,2152277
15,SEL+STA,2,1,0,0,0,978700,1150,0,0,0,546973.8,1907375,979850,2454348
15,SEL+STA,2,2,0,0,0,913650,2150,0,0,0,541239.7,2589666,915800,3130906
15,SEL+STA,2,3,0,0,0,1497250,1100,0,0,0,794088.3,1654614,1498350,2448702
18,SEL+STA,2,1,0,0,0,1879400,2200,0,0,0,1113505,3477159,1881600,4590664
18,SEL+STA,2,2,0,0,0,1440600,2150,0,0,0,968667.8,2565244,1442750,3533912
18,SEL+STA,2,3,0,0,0,2068950,1750,0,0,0,1270684,2057342,2070700,3328026
21,SEL+STA,2,1,0,0,0,2511700,1000,0,0,0,1683559,1430875,2512700,3114434
21,SEL+STA,2,2,0,0,0,2378500,3700,0,0,0,1656317,3963249,2382200,5619567
21,SEL+STA,2,3,0,0,0,2918900,2200,0,0,0,1678862,877259.5,2921100,2556121
24,SEL+STA,2,1,0,0,0,1816400,2400,0,0,0,1562319,2018376,1818800,3580695
24,SEL+STA,2,2,0,0,0,2874000,2900,0,0,0,2298054,3098695,2876900,5396750
24,SEL+STA,2,3,0,0,0,2665400,1100,0,0,0,2121991,1660559,2666500,3782550
27,SEL+STA,2,1,0,0,0,3026600,1700,0,0,0,2740988,76916.57,3028300,2817905
27,SEL+STA,2,2,0,0,0,2933300,1700,0,0,0,2507762,2089001,2935000,4596763
27,SEL+STA,2,3,0,0,0,3994800,2100,0,0,0,3272958,1583720,3996900,4856678
30,SEL+STA,2,1,0,0,0,3972300,2900,0,0,0,3889270,1950164,3975200,5839435
30,SEL+STA,2,2,0,0,0,3174600,2900,0,0,0,2940001,2792942,3177500,5732943
30,SEL+STA,2,3,0,0,0,4610100,1900,0,0,0,4089197,1357461,4612000,5446658
35,SEL+STA,2,1,0,0,0,4259000,3700,0,0,0,5460264,2691700,4262700,8151964
35,SEL+STA,2,2,0,0,0,4170500,5100,0,0,0,5249468,6669098,4175600,11918566
35,SEL+STA,2,3,0,0,0,3923900,3200,0,0,0,4941757,2582247,3927100,7524005
40,SEL+STA,2,1,0,0,0,4018000,3900,0,0,0,5214205,2421537,4021900,7635742
40,SEL+STA,2,2,0,0,0,4880700,3500,0,0,0,6219309,2976732,4884200,9196041
40,SEL+STA,2,3,0,0,0,4875300,4700,0,0,0,6110450,3918161,4880000,10028611
3,SEL+STA,4,1,0,0,0,400,50,0,0,0,1476.807,141689.7,450,143166.5
3,SEL+STA,4,2,0,0,0,350,50,0,0,0,835.3047,361962.7,400,362798
3,SEL+STA,4,3,0,0,0,650,50,0,0,0,3374.204,94495.66,700,97869.87
6,SEL+STA,4,1,0,0,0,3800,450,0,0,0,5751.919,960719.9,4250,966471.9
6,SEL+STA,4,2,0,0,0,4250,200,0,0,0,7510.354,342464.3,4450,349974.7
6,SEL+STA,4,3,0,0,0,4800,350,0,0,0,9033.134,599901.6,5150,608934.7
9,SEL+STA,4,1,0,0,0,73050,1150,0,0,0,106358.1,1936154,74200,2042512
9,SEL+STA,4,2,0,0,0,65600,850,0,0,0,98318.13,1286545,66450,1384863
9,SEL+STA,4,3,0,0,0,78550,1100,0,0,0,131930.5,16400.13,79650,148330.6
12,SEL+STA,4,1,0,0,0,248900,1950,0,0,0,198003.7,3273258,250850,3471261
12,SEL+STA,4,2,0,0,0,255550,1600,0,0,0,220511.6,2834261,257150,3054773
12,SEL+STA,4,3,0,0,0,354050,1100,0,0,0,296936.5,1622783,355150,1919719
15,SEL+STA,4,1,0,0,0,793650,1900,0,0,0,509769.9,3906351,795550,4416121
15,SEL+STA,4,2,0,0,0,869400,1500,0,0,0,499987.8,2719379,870900,3219366
15,SEL+STA,4,3,0,0,0,1004250,1100,0,0,0,528920.7,2019113,1005350,2548034
18,SEL+STA,4,1,0,0,0,1045300,1900,0,0,0,693226.1,3081067,1047200,3774293
18,SEL+STA,4,2,0,0,0,1085050,2100,0,0,0,757411.2,3577040,1087150,4334451
18,SEL+STA,4,3,0,0,0,1494400,1650,0,0,0,981456.4,2162629,1496050,3144086
21,SEL+STA,4,1,0,0,0,2074600,4300,0,0,0,1563908,4662897,2078900,6226805
21,SEL+STA,4,2,0,0,0,1733000,3600,0,0,0,1273575,3352909,1736600,4626484
21,SEL+STA,4,3,0,0,0,2282800,4200,0,0,0,1752558,5786583,2287000,7539141
24,SEL+STA,4,1,0,0,0,2011300,2800,0,0,0,1749248,3980526,2014100,5729774
24,SEL+STA,4,2,0,0,0,1726000,3000,0,0,0,1534655,1015689,1729000,2550344
24,SEL+STA,4,3,0,0,0,2331200,2100,0,0,0,2008753,2933254,2333300,4942007
27,SEL+STA,4,1,0,0,0,2549200,3200,0,0,0,2390582,2916188,2552400,5306770
27,SEL+STA,4,2,0,0,0,2472400,1800,0,0,0,2321452,1802381,2474200,4123834
27,SEL+STA,4,3,0,0,0,3459700,2800,0,0,0,3086293,2632976,3462500,5719269
30,SEL+STA,4,1,0,0,0,3561100,3100,0,0,0,3639775,4156621,3564200,7796395
30,SEL+STA,4,2,0,0,0,2847700,3700,0,0,0,2869639,23054.14,2851400,2892694
30,SEL+STA,4,3,0,0,0,3846600,1800,0,0,0,3615490,2003250,3848400,5618740
35,SEL+STA,4,1,0,0,0,3865400,3900,0,0,0,4821347,4747262,3869300,9568608
35,SEL+STA,4,2,0,0,0,3290700,3500,0,0,0,4217001,2866772,3294200,7083773
35,SEL+STA,4,3,0,0,0,4495100,2700,0,0,0,5852407,4269814,4497800,10122221
40,SEL+STA,4,1,0,0,0,3720100,3600,0,0,0,4752627,3627138,3723700,8379765
40,SEL+STA,4,2,0,0,0,4377100,3100,0,0,0,5226222,3073645,4380200,8299867
40,SEL+STA,4,3,0,0,0,4081500,1500,0,0,0,5258726,3066169,4083000,8324895
3,SEL+STA,8,1,0,0,0,200,0,0,0,0,319.9916,0,200,319.9916
3,SEL+STA,8,2,0,0,0,350,250,0,0,0,768.5776,355348.6,600,356117.2
3,SEL+STA,8,3,0,0,0,350,100,0,0,0,800.5234,130313.3,450,131113.9
6,SEL+STA,8,1,0,0,0,4350,250,0,0,0,8644.941,415717,4600,424362
6,SEL+STA,8,2,0,0,0,3100,250,0,0,0,6902.397,547132.7,3350,554035.1
6,SEL+STA,8,3,0,0,0,5400,200,0,0,0,9841.943,413160,5600,423002
9,SEL+STA,8,1,0,0,0,34500,900,0,0,0,57949.5,1932044,35400,1989993
9,SEL+STA,8,2,0,0,0,33950,450,0,0,0,61556.42,711940.1,34400,773496.5
9,SEL+STA,8,3,0,0,0,35100,200,0,0,0,64987.76,2409.208,35300,67396.97
12,SEL+STA,8,1,0,0,0,311250,1350,0,0,0,347059.3,2270010,312600,2617070
12,SEL+STA,8,2,0,0,0,180650,1450,0,0,0,186026.8,2599472,182100,2785499
12,SEL+STA,8,3,0,0,0,172650,700,0,0,0,189376,1342260,173350,1531636
15,SEL+STA,8,1,0,0,0,609750,1250,0,0,0,387652.7,2267327,611000,2654979
15,SEL+STA,8,2,0,0,0,556050,1500,0,0,0,330201.4,2409666,557550,2739868
15,SEL+STA,8,3,0,0,0,539050,950,0,0,0,359496,1859131,540000,2218627
18,SEL+STA,8,1,0,0,0,1499200,1600,0,0,0,1005556,2730093,1500800,3735649
18,SEL+STA,8,2,0,0,0,1554550,2250,0,0,0,971805,3666376,1556800,4638181
18,SEL+STA,8,3,0,0,0,1238850,1300,0,0,0,866571.5,2476016,1240150,3342587
21,SEL+STA,8,1,0,0,0,2439600,4800,0,0,0,1934042,9386848,2444400,11320890
21,SEL+STA,8,2,0,0,0,2629300,1800,0,0,0,2049585,2329825,2631100,4379410
21,SEL+STA,8,3,0,0,0,2045300,3200,0,0,0,1673927,5821367,2048500,7495294
24,SEL+STA,8,1,0,0,0,2543700,2800,0,0,0,2219766,32726.84,2546500,2252493
24,SEL+STA,8,2,0,0,0,2797600,1700,0,0,0,2497315,1979766,2799300,4477081
24,SEL+STA,8,3,0,0,0,2430600,2900,0,0,0,2244123,13611.24,2433500,2257735
27,SEL+STA,8,1,0,0,0,3043400,3100,0,0,0,3226812,4228603,3046500,7455415
27,SEL+STA,8,2,0,0,0,3503200,2100,0,0,0,3358794,854.3519,3505300,3359648
27,SEL+STA,8,3,0,0,0,4121400,2100,0,0,0,3866650,2593043,4123500,6459692
30,SEL+STA,8,1,0,0,0,3937700,3100,0,0,0,4246622,3770084,3940800,8016705
30,SEL+STA,8,2,0,0,0,4002900,1500,0,0,0,3749135,1704862,4004400,5453997
30,SEL+STA,8,3,0,0,0,4169100,900,0,0,0,4004605,781162.6,4170000,4785768
35,SEL+STA,8,1,0,0,0,4182500,3800,0,0,0,5562760,7415290,4186300,12978050
35,SEL+STA,8,2,0,0,0,4400800,1800,0,0,0,5568483,3486915,4402600,9055398
35,SEL+STA,8,3,0,0,0,4870300,2300,0,0,0,6350361,4561845,4872600,10912206
40,SEL+STA,8,1,0,0,0,4354600,4100,0,0,0,6271983,7365089,4358700,13637072
40,SEL+STA,8,2,0,0,0,4147600,2200,0,0,0,5681365,2093753,4149800,7775119
40,SEL+STA,8,3,0,0,0,4566600,2900,0,0,0,6414200,2678100,4569500,9092300
3,SEL+STA,16,1,0,0,0,550,100,0,0,0,937.5596,186530.6,650,187468.2
3,SEL+STA,16,2,0,0,0,250,100,0,0,0,692.1669,247853.8,350,248546
3,SEL+STA,16,3,0,0,0,600,0,0,0,0,1776.88,0,600,1776.88
6,SEL+STA,16,1,0,0,0,1350,150,0,0,0,2917.592,186340.1,1500,189257.7
6,SEL+STA,16,2,0,0,0,1900,200,0,0,0,4386.036,283442.2,2100,287828.2
